idAddresses,Country,City,Street,Appartment
2311,FR,Munich,Main 95,3330
2312,ES,Los Angeles,Hill 119,1710
2313,CZ,Kazan,Green 116,2843
2314,FR,Rome,Oak 200,4322
2315,RU,Munich,Oak 16,147
2316,SE,Phoenix,Cedar 117,6632
2317,SE,Boston,Pine 156,1071
2318,DE,Yekaterinburg,Park 192,3432
2319,RU,Chicago,Central 33,4020
2320,IT,Madrid,Main 77,1842
2321,US,Los Angeles,Green 68,4445
2322,IT,New York,Cedar 94,8306
2323,DE,Miami,Central 50,4893
2324,US,Boston,Hill 175,957
2325,PL,Ufa,Oak 145,7206
2326,RU,Los Angeles,Pine 101,5575
2327,PL,Samara,Park 41,6492
2328,ES,Madrid,Central 47,2860
2329,DE,Hamburg,Main 14,8934
2330,IT,Paris,Pine 35,3464
2331,ES,Munich,Park 186,2594
2332,DE,Hamburg,Pine 38,3784
2333,FR,New York,Oak 120,6360
2334,ES,Novosibirsk,River 94,323
2335,SE,Rome,Sunset 26,289
2336,DE,Phoenix,Hill 92,422
2337,DE,Berlin,Main 49,2427
2338,ES,Samara,Oak 83,7846
2339,SE,Berlin,Green 126,2708
2340,ES,Madrid,Oak 180,4227
2341,RU,Rome,Sunset 14,8503
2342,PL,Boston,Hill 77,5001
2343,FR,Phoenix,Pine 197,433
2344,IT,Moscow,Oak 11,7613
2345,NL,Chicago,Central 163,4552
2346,DE,Perm,Main 167,8930
2347,DE,Novosibirsk,Main 131,7729
2348,US,Yekaterinburg,Main 139,7229
2349,PL,Phoenix,River 37,4871
2350,ES,Rome,Oak 144,1883
2351,PL,Saint Petersburg,Cedar 37,4760
2352,FR,Boston,Park 17,6210
2353,FR,Madrid,Oak 47,2020
2354,IT,Madrid,Oak 33,9872
2355,PL,Paris,River 106,1732
2356,DE,Phoenix,Hill 121,957
2357,IT,Saint Petersburg,River 84,7917
2358,RU,Milan,Green 97,5123
2359,ES,Yekaterinburg,Hill 192,5557
2360,DE,Yekaterinburg,River 55,8593
2361,CZ,Houston,Main 187,4064
2362,PL,Miami,Sunset 54,8750
2363,FR,Hamburg,Park 99,9395
2364,PL,Paris,Main 194,893
2365,ES,Saint Petersburg,Central 14,8252
2366,NL,Berlin,Hill 182,7970
2367,RU,Seattle,Main 150,2481
2368,FR,Moscow,Central 50,9462
2369,DE,Munich,Green 119,789
2370,ES,Boston,Main 75,6035
2371,PL,Phoenix,Oak 136,2623
2372,DE,Barcelona,Oak 84,1914
2373,RU,Samara,Pine 112,3857
2374,SE,Novosibirsk,Main 26,5620
2375,PL,Chicago,Hill 105,8941
2376,CZ,Lyon,Sunset 112,6228
2377,US,Rome,Central 116,2361
2378,PL,Houston,Central 24,8798
2379,US,Seattle,River 69,3815
2380,PL,Moscow,River 157,3976
2381,ES,Los Angeles,Central 38,8629
2382,FR,Madrid,Park 54,7103
2383,DE,Chicago,Sunset 112,2132
2384,FR,Rome,Green 107,5544
2385,CZ,Seattle,Central 94,9824
2386,RU,Boston,Hill 177,1085
2387,SE,Novosibirsk,Park 187,6374
2388,ES,Los Angeles,Cedar 197,3774
2389,SE,Yekaterinburg,Oak 62,4288
2390,PL,Ufa,Hill 40,4586
2391,US,Yekaterinburg,Oak 36,7069
2392,ES,Boston,Hill 55,5047
2393,FR,Hamburg,Main 107,9070
2394,NL,Samara,Main 170,3413
2395,RU,Phoenix,Sunset 45,9097
2396,NL,Novosibirsk,Central 167,6490
2397,NL,Madrid,Sunset 46,221
2398,SE,Hamburg,Cedar 141,1779
2399,PL,Moscow,Pine 121,5480
2400,PL,Berlin,Main 14,6041
2401,SE,Rome,Oak 108,3065
2402,US,Madrid,Central 67,3477
2403,DE,Rome,Green 200,3640
2404,CZ,Yekaterinburg,Pine 15,4732
2405,RU,Houston,Sunset 135,8453
2406,US,Barcelona,Main 179,9776
2407,NL,Lyon,River 25,265
2408,NL,Seattle,Oak 34,4917
2409,DE,Ufa,Cedar 118,9012
2410,CZ,Moscow,Central 24,1817
2411,NL,Los Angeles,Green 59,3953
2412,PL,Munich,Main 101,5441
2413,IT,Berlin,Central 48,2376
2414,FR,Milan,Oak 189,4276
2415,DE,Yekaterinburg,Main 153,6359
2416,US,New York,Pine 76,5394
2417,IT,Samara,Main 102,9989
2418,IT,Perm,Sunset 148,1126
2419,PL,Milan,Pine 48,4
2420,DE,New York,Pine 6,5643
2421,FR,Ufa,Pine 62,6008
2422,PL,Boston,Sunset 120,4366
2423,NL,Seattle,Sunset 3,5779
2424,SE,Yekaterinburg,Main 162,6042
2425,DE,Barcelona,Oak 32,2895
2426,NL,Boston,Central 152,6304
2427,ES,Yekaterinburg,Central 87,7002
2428,CZ,Los Angeles,Oak 55,3486
2429,ES,Madrid,Green 184,639
2430,RU,Paris,Sunset 108,599
2431,DE,Miami,Park 65,904
2432,RU,New York,Hill 72,4038
2433,PL,Boston,Park 2,2015
2434,PL,Madrid,Hill 165,3439
2435,US,Berlin,River 167,8517
2436,FR,Munich,Central 97,628
2437,ES,Chicago,Pine 183,7143
2438,ES,Novosibirsk,Hill 125,7675
2439,CZ,Madrid,Cedar 121,8974
2440,CZ,Samara,Pine 93,6852
2441,RU,Kazan,River 154,9069
2442,NL,Hamburg,Sunset 191,7709
2443,FR,Rome,River 113,5457
2444,DE,Paris,Cedar 174,5121
2445,US,Saint Petersburg,Pine 61,9556
2446,NL,Munich,Cedar 132,8449
2447,US,Perm,Main 29,5850
2448,PL,Kazan,Green 69,4476
2449,DE,Paris,Oak 110,9763
2450,CZ,Hamburg,Hill 81,1602
2451,CZ,Barcelona,Main 192,1373
2452,FR,Moscow,Green 140,8445
2453,SE,Madrid,Cedar 188,2500
2454,DE,Yekaterinburg,Main 69,9113
2455,PL,Perm,Sunset 117,720
2456,RU,Samara,Hill 93,1235
2457,IT,Yekaterinburg,Park 113,9856
2458,PL,Berlin,River 151,7863
2459,ES,Rome,Park 26,9114
2460,DE,Milan,Central 176,5503
2461,US,New York,Main 79,1663
2462,IT,Lyon,Main 107,1668
2463,NL,Moscow,Central 85,5153
2464,FR,Madrid,Sunset 51,9462
2465,DE,Phoenix,Cedar 155,8964
2466,NL,Milan,Pine 91,9266
2467,SE,Perm,Hill 200,1128
2468,DE,Lyon,Oak 34,7713
2469,ES,Boston,Hill 3,6991
2470,SE,Munich,Central 123,6389
2471,CZ,Samara,Cedar 42,3830
2472,CZ,Berlin,Green 73,7693
2473,US,Milan,Park 109,4868
2474,ES,Perm,Oak 79,2148
2475,IT,Chicago,Park 193,800
2476,NL,Los Angeles,Pine 36,9004
2477,US,Chicago,Cedar 150,9755
2478,RU,Berlin,River 156,781
2479,DE,New York,Park 97,7709
2480,RU,Ufa,Central 75,4692
2481,DE,Miami,Main 39,787
2482,RU,Los Angeles,Main 40,6441
2483,RU,Moscow,Pine 51,8131
2484,FR,Seattle,Park 23,8405
2485,DE,Madrid,Pine 56,1745
2486,IT,Houston,Park 59,2582
2487,IT,Chicago,Sunset 185,1026
2488,CZ,Samara,Green 86,5172
2489,IT,Milan,Pine 123,3705
2490,CZ,Hamburg,Oak 168,2037
2491,NL,Phoenix,Sunset 167,7541
2492,SE,Yekaterinburg,Main 100,8231
2493,ES,Yekaterinburg,Main 16,2470
2494,US,Moscow,River 77,8788
2495,NL,Perm,Cedar 73,5200
2496,NL,Yekaterinburg,Central 27,6806
2497,RU,Lyon,Central 193,4193
2498,NL,Houston,Pine 67,7522
2499,US,Munich,Central 121,2684
2500,RU,Seattle,River 102,5411
2501,FR,Seattle,Pine 154,34
2502,NL,Samara,River 159,6670
2503,DE,Miami,Park 163,3054
2504,PL,Paris,River 19,4780
2505,DE,Berlin,Cedar 22,520
2506,FR,Moscow,River 13,9090
2507,NL,Los Angeles,Sunset 148,5762
2508,DE,Munich,Green 102,7337
2509,CZ,Barcelona,Pine 77,3005
2510,CZ,Phoenix,Main 125,3090
2511,PL,Houston,River 133,7133
2512,PL,Miami,River 59,7921
2513,CZ,Milan,Park 40,3622
2514,CZ,Ufa,Sunset 84,2087
2515,IT,Moscow,River 107,8478
2516,ES,Hamburg,Green 135,8861
2517,IT,Moscow,River 61,9137
2518,SE,Lyon,Oak 186,5858
2519,SE,Berlin,Green 169,9229
2520,PL,Rome,Park 83,3335
2521,PL,Phoenix,Main 108,6611
2522,NL,Ufa,Park 32,5651
2523,NL,Berlin,Cedar 150,8409
2524,ES,Boston,Cedar 59,4849
2525,SE,Samara,Oak 122,9983
2526,IT,Chicago,Pine 185,4138
2527,FR,Madrid,Hill 51,6106
2528,NL,Saint Petersburg,Green 159,3024
2529,CZ,Perm,Sunset 31,4748
2530,DE,Perm,River 69,3677
2531,US,Samara,Hill 96,7079
2532,SE,Los Angeles,River 146,4243
2533,DE,Houston,Main 65,5290
2534,RU,Kazan,Park 53,2066
2535,NL,Ufa,Hill 199,1121
2536,SE,New York,Park 1,3220
2537,ES,Chicago,Hill 130,6433
2538,RU,Saint Petersburg,Hill 52,1996
2539,IT,Kazan,Main 61,9822
2540,DE,Hamburg,Oak 68,2301
2541,US,New York,Hill 78,8451
2542,RU,Berlin,Central 136,8680
2543,IT,Novosibirsk,Central 170,3342
2544,US,Moscow,Main 115,3064
2545,PL,Boston,Cedar 55,3643
2546,IT,Milan,Cedar 119,238
2547,IT,Kazan,Cedar 40,2835
2548,PL,Samara,Main 6,7924
2549,NL,Milan,River 71,7670
2550,ES,Berlin,Main 76,7141
2551,DE,Houston,Main 76,7965
2552,IT,Samara,Green 172,1112
2553,PL,Samara,Hill 137,7593
2554,CZ,Perm,Green 55,7414
2555,FR,Miami,Oak 40,7990
2556,RU,Samara,Park 161,3679
2557,IT,Paris,Sunset 145,2174
2558,ES,Houston,River 118,6461
2559,DE,Samara,Cedar 53,972
2560,CZ,Miami,Cedar 57,8386
2561,DE,Yekaterinburg,Central 168,1953
2562,SE,Phoenix,Green 137,9034
2563,US,Lyon,Central 89,6421
2564,RU,Phoenix,River 173,25
2565,PL,Phoenix,Central 58,2311
2566,SE,Madrid,Central 152,7440
2567,FR,Kazan,Cedar 32,6834
2568,FR,Madrid,Oak 7,162
2569,SE,Yekaterinburg,Main 73,5665
2570,RU,Miami,Central 69,2829
2571,SE,Yekaterinburg,River 54,7885
2572,CZ,Yekaterinburg,Central 149,3900
2573,US,Lyon,Sunset 67,3441
2574,DE,Milan,Hill 32,6103
2575,SE,Samara,Oak 75,4787
2576,IT,Paris,Central 114,9818
2577,DE,Chicago,Oak 102,2418
2578,PL,Paris,Central 55,2411
2579,RU,Chicago,Green 64,2539
2580,NL,Hamburg,Park 39,5498
2581,FR,Perm,Main 107,7673
2582,PL,Seattle,Hill 192,9117
2583,CZ,Ufa,Sunset 46,4107
2584,PL,Boston,Green 169,3317
2585,FR,Milan,Main 127,2668
2586,SE,Chicago,Central 171,1669
2587,RU,Munich,Hill 3,4666
2588,NL,Lyon,Pine 121,1236
2589,US,Perm,Central 98,476
2590,NL,Kazan,Hill 19,6942
2591,CZ,Barcelona,River 101,8607
2592,US,Berlin,Hill 200,981
2593,RU,Phoenix,Green 20,4607
2594,RU,Los Angeles,Green 68,452
2595,FR,Moscow,Sunset 127,9428
2596,RU,Novosibirsk,Green 12,5179
2597,RU,Boston,Park 125,7858
2598,IT,Madrid,Oak 68,2753
2599,NL,Saint Petersburg,Pine 165,5690
2600,SE,Miami,Hill 49,9735
2601,IT,Ufa,Cedar 193,2957
2602,NL,Novosibirsk,Pine 57,7778
2603,FR,Chicago,Cedar 168,704
2604,ES,Kazan,Main 182,9073
2605,PL,Berlin,River 17,395
2606,ES,Rome,Hill 77,7864
2607,CZ,Phoenix,Cedar 171,1566
2608,ES,Los Angeles,Hill 2,9780
2609,IT,Seattle,Sunset 98,854
2610,NL,Madrid,Sunset 186,5074
2611,CZ,Kazan,Central 191,4473
2612,CZ,Seattle,Hill 146,5673
2613,ES,Lyon,River 178,2979
2614,SE,Perm,Cedar 128,3964
2615,US,Madrid,Park 48,125
2616,NL,Paris,Oak 87,6292
2617,RU,Rome,Pine 150,297
2618,DE,Chicago,Hill 138,5446
2619,CZ,Perm,River 128,5602
2620,US,Milan,Central 195,362
2621,ES,Paris,Cedar 132,4009
2622,DE,Hamburg,River 167,6644
2623,CZ,Seattle,Hill 169,5110
2624,SE,Seattle,Cedar 136,6776
2625,SE,Saint Petersburg,Hill 28,5728
2626,US,Barcelona,River 118,3486
2627,DE,Saint Petersburg,Green 19,577
2628,US,Novosibirsk,Hill 52,7040
2629,ES,New York,Sunset 199,3549
2630,CZ,Novosibirsk,Oak 25,2898
2631,SE,Rome,Main 134,2997
2632,IT,New York,River 122,7556
2633,IT,Samara,Pine 63,930
2634,PL,Novosibirsk,Cedar 2,9698
2635,NL,Seattle,Main 174,6966
2636,DE,Yekaterinburg,Central 124,4934
2637,PL,Chicago,Main 1,5449
2638,CZ,Boston,Cedar 6,1152
2639,CZ,Los Angeles,Green 86,3216
2640,IT,Samara,River 88,5510
2641,SE,Munich,Main 55,1980
2642,RU,Paris,River 86,5861
2643,DE,Seattle,Hill 16,1655
2644,DE,Seattle,Park 36,3
2645,CZ,Berlin,Cedar 65,7526
2646,ES,Lyon,Main 1,1319
2647,ES,Lyon,Central 119,4914
2648,SE,Munich,Cedar 192,9469
2649,FR,Los Angeles,Cedar 198,7699
2650,IT,Houston,Park 144,2617
2651,FR,Miami,Pine 106,6704
2652,US,Lyon,Green 15,9414
2653,SE,Phoenix,Pine 10,9168
2654,RU,Moscow,Hill 37,7143
2655,RU,Kazan,Green 98,9594
2656,NL,Perm,Park 31,2098
2657,PL,New York,River 73,3039
2658,CZ,Kazan,Hill 165,3553
2659,PL,Yekaterinburg,Green 179,9738
2660,NL,Ufa,Park 170,8244
2661,RU,Kazan,Main 98,4484
2662,FR,Saint Petersburg,Hill 74,7996
2663,RU,Los Angeles,Hill 81,4101
2664,SE,Kazan,Main 174,2125
2665,PL,Ufa,Hill 48,8198
2666,RU,Novosibirsk,Park 86,4794
2667,CZ,Moscow,Pine 36,3298
2668,FR,Rome,Main 52,2128
2669,US,Yekaterinburg,Hill 194,3642
2670,NL,Yekaterinburg,Oak 84,4768
2671,US,Madrid,Oak 129,6427
2672,CZ,New York,Hill 192,8478
2673,SE,Yekaterinburg,Central 154,3661
2674,CZ,Seattle,Pine 177,3069
2675,PL,Moscow,Sunset 16,4533
2676,RU,Rome,River 52,5183
2677,IT,Los Angeles,Cedar 7,6207
2678,NL,Phoenix,River 46,9838
2679,US,Madrid,River 142,6613
2680,US,Madrid,Green 183,872
2681,IT,Perm,Central 151,9311
2682,IT,Novosibirsk,Hill 25,93
2683,CZ,Phoenix,Sunset 106,5576
2684,RU,Boston,River 58,7253
2685,FR,Novosibirsk,Oak 165,6652
2686,ES,Berlin,Main 66,1540
2687,IT,Chicago,Main 178,741
2688,SE,Samara,Park 177,9576
2689,NL,Hamburg,Central 98,3456
2690,ES,Rome,Main 122,368
2691,RU,Perm,Sunset 36,2190
2692,IT,Barcelona,Hill 131,9733
2693,CZ,Yekaterinburg,Central 78,6105
2694,DE,Perm,Sunset 134,6938
2695,PL,Berlin,Sunset 198,5086
2696,FR,Phoenix,Green 148,7113
2697,CZ,Barcelona,Park 196,419
2698,RU,Munich,Pine 7,9834
2699,FR,Perm,River 184,1309
2700,US,Madrid,Sunset 164,3598
2701,US,Miami,Green 65,6745
2702,US,Berlin,Green 190,5262
2703,FR,Madrid,Pine 200,825
2704,NL,Houston,Central 151,5460
2705,ES,Miami,Pine 40,4956
2706,IT,Ufa,Pine 63,4880
2707,IT,Moscow,Park 99,8222
2708,DE,Paris,Main 56,7176
2709,US,Berlin,Oak 118,6324
2710,US,Boston,Main 53,6623
2711,IT,Hamburg,Hill 8,5483
2712,CZ,Saint Petersburg,Park 196,1520
2713,NL,Ufa,Park 16,6069
2714,ES,Seattle,Park 72,9355
2715,DE,Kazan,Main 32,5337
2716,US,Houston,Green 65,2447
2717,NL,Milan,Main 178,5109
2718,DE,Saint Petersburg,Park 68,6540
2719,US,Berlin,Oak 161,7340
2720,CZ,Hamburg,Oak 158,7306
2721,SE,Yekaterinburg,Oak 190,762
2722,ES,Yekaterinburg,Main 94,6959
2723,SE,Boston,Pine 55,4292
2724,DE,Barcelona,Sunset 135,168
2725,FR,Houston,Cedar 147,1628
2726,RU,Moscow,Oak 167,7121
2727,US,Madrid,Pine 136,7819
2728,SE,New York,Hill 3,3700
2729,US,Ufa,Park 91,5762
2730,US,Saint Petersburg,River 10,7176
2731,FR,Hamburg,Oak 50,5592
2732,DE,Seattle,River 66,4594
2733,DE,Novosibirsk,Cedar 138,3492
2734,SE,Saint Petersburg,Hill 63,1894
2735,PL,Saint Petersburg,Green 2,1362
2736,RU,Moscow,Pine 57,4596
2737,CZ,Phoenix,Green 109,5255
2738,CZ,Ufa,Pine 90,2703
2739,ES,Perm,Cedar 199,3662
2740,CZ,Phoenix,Cedar 193,6645
2741,PL,Seattle,Hill 187,3584
2742,US,Ufa,Cedar 69,7271
2743,CZ,Perm,Main 26,7714
2744,FR,Seattle,Sunset 146,7512
2745,CZ,Paris,River 143,7136
2746,SE,Novosibirsk,Hill 131,5954
2747,ES,Seattle,Sunset 25,2234
2748,PL,Berlin,Central 145,9715
2749,CZ,Seattle,Oak 176,6012
2750,NL,Berlin,Main 83,4893
2751,FR,Boston,Sunset 42,3202
2752,PL,Houston,Main 14,3001
2753,DE,Yekaterinburg,Oak 105,7287
2754,SE,Phoenix,Central 76,4510
2755,FR,Phoenix,Oak 67,3123
2756,PL,Yekaterinburg,Central 63,2763
2757,US,Barcelona,Green 11,147
2758,US,Lyon,Main 143,3829
2759,SE,Moscow,Central 155,2192
2760,IT,Milan,Cedar 170,9486
2761,CZ,Milan,River 109,7397
2762,ES,Moscow,River 4,9571
2763,NL,Seattle,Hill 159,499
2764,RU,Barcelona,Central 10,8902
2765,CZ,Moscow,Park 7,2235
2766,NL,Rome,Main 56,1533
2767,DE,Paris,Oak 186,3396
2768,FR,Lyon,Oak 102,5534
2769,SE,Houston,Park 95,1931
2770,IT,Paris,Green 181,5784
2771,RU,Houston,Central 158,6181
2772,PL,Chicago,Oak 195,3275
2773,DE,Phoenix,Hill 157,6568
2774,SE,Miami,Central 89,3270
2775,NL,Samara,Park 82,2317
2776,NL,Novosibirsk,Central 34,33
2777,US,Rome,Pine 166,1939
2778,PL,Novosibirsk,River 57,2703
2779,ES,Novosibirsk,River 3,4108
2780,IT,Hamburg,Cedar 143,795
2781,US,Chicago,Oak 139,9112
2782,DE,Rome,Main 183,7396
2783,US,Milan,Sunset 183,7935
2784,SE,Ufa,Pine 89,1966
2785,ES,Barcelona,Pine 178,4090
2786,CZ,New York,Main 162,9477
2787,US,Boston,Sunset 100,11
2788,NL,Boston,Green 23,7057
2789,US,Munich,Cedar 141,6274
2790,PL,Lyon,Oak 108,6417
2791,US,Milan,Oak 2,6659
2792,FR,Milan,Main 101,1929
2793,ES,Chicago,Pine 170,9590
2794,RU,Samara,Green 191,3908
2795,PL,Rome,Park 169,2305
2796,CZ,Novosibirsk,Park 169,684
2797,SE,Novosibirsk,Cedar 42,9060
2798,RU,Los Angeles,Park 182,5369
2799,NL,Barcelona,Hill 187,3015
2800,PL,Milan,Hill 178,7469
2801,DE,Houston,Central 191,2907
2802,CZ,Madrid,Green 115,4789
2803,DE,Seattle,Main 71,1980
2804,CZ,Phoenix,Green 10,8713
2805,FR,Boston,Main 92,9767
2806,FR,Los Angeles,Pine 43,2165
2807,RU,Lyon,Main 95,3552
2808,CZ,Rome,River 106,8791
2809,FR,Novosibirsk,Park 61,482
2810,FR,Moscow,Oak 111,4651
2811,US,New York,Oak 194,5843
2812,SE,Phoenix,Central 78,5542
2813,FR,Boston,Central 25,3034
2814,ES,Lyon,Main 105,176
2815,US,Barcelona,Green 197,6802
2816,DE,Yekaterinburg,Cedar 27,1205
2817,IT,Samara,Pine 2,3803
2818,CZ,Paris,Oak 172,7679
2819,IT,Novosibirsk,Main 200,9326
2820,DE,Berlin,Hill 48,8582
2821,DE,Kazan,Hill 89,8155
2822,FR,Boston,Main 124,7044
2823,DE,Los Angeles,Sunset 6,1208
2824,US,Novosibirsk,Oak 99,1806
2825,SE,Samara,Green 186,4836
2826,ES,Hamburg,Central 63,9184
2827,DE,Munich,Park 23,4326
2828,RU,Kazan,Pine 13,7563
2829,ES,Phoenix,Green 5,3163
2830,US,Boston,Sunset 74,8089
2831,IT,Madrid,Main 124,1966
2832,DE,Phoenix,Green 130,1746
2833,FR,Seattle,Main 6,1033
2834,NL,Houston,Green 42,8809
2835,PL,Yekaterinburg,Central 13,2801
2836,IT,Barcelona,Park 17,3342
2837,ES,Madrid,Hill 85,4935
2838,NL,Los Angeles,Park 75,3933
2839,SE,Ufa,River 10,4801
2840,IT,Samara,Hill 60,6678
2841,RU,Perm,River 103,2696
2842,IT,Paris,Green 63,7897
2843,RU,Perm,Park 57,6700
2844,ES,Seattle,Park 160,3805
2845,CZ,Novosibirsk,Oak 12,1165
2846,ES,Novosibirsk,Pine 191,2562
2847,CZ,New York,Oak 102,1131
2848,DE,Rome,Park 71,8132
2849,US,Milan,Park 49,4151
2850,ES,Los Angeles,Central 76,9023
2851,RU,Houston,Sunset 92,7799
2852,RU,New York,Hill 39,4144
2853,CZ,Samara,Green 191,5281
2854,CZ,Los Angeles,Hill 138,4019
2855,CZ,Munich,Oak 21,2653
2856,DE,Milan,Sunset 126,2701
2857,PL,Samara,Main 148,3768
2858,US,Boston,Pine 144,9200
2859,PL,Boston,Sunset 118,9543
2860,PL,Rome,Pine 70,535
2861,US,Paris,Cedar 119,2216
2862,IT,Perm,Pine 8,4730
2863,CZ,Perm,Sunset 168,9501
2864,US,Saint Petersburg,Park 170,9370
2865,RU,Los Angeles,Green 82,7990
2866,NL,Barcelona,Cedar 107,5327
2867,CZ,Munich,Hill 141,5458
2868,DE,Rome,Pine 90,5422
2869,US,Milan,Oak 198,296
2870,RU,Barcelona,River 56,6037
2871,PL,Seattle,Pine 22,1410
2872,NL,Perm,Pine 62,8922
2873,CZ,Los Angeles,River 4,7750
2874,NL,Moscow,Green 59,4712
2875,US,Barcelona,Park 33,4428
2876,IT,Boston,Park 3,1374
2877,IT,Madrid,Central 105,130
2878,US,Munich,Hill 123,3516
2879,DE,Paris,Central 112,374
2880,SE,Chicago,River 106,5398
2881,IT,Boston,Oak 32,5344
2882,PL,Moscow,Central 56,1705
2883,DE,Paris,Green 113,5721
2884,PL,Houston,Pine 154,6475
2885,US,Ufa,River 10,5251
2886,DE,Phoenix,Green 167,7286
2887,US,Kazan,Sunset 85,6061
2888,ES,Hamburg,Park 24,5025
2889,DE,Hamburg,Park 133,3845
2890,ES,Saint Petersburg,Hill 78,590
2891,SE,Boston,Central 67,2086
2892,ES,Miami,Oak 101,4059
2893,PL,Lyon,River 31,228
2894,ES,Hamburg,Park 73,9258
2895,CZ,Madrid,Sunset 106,1678
2896,RU,New York,Oak 12,3783
2897,IT,Lyon,River 79,6142
2898,DE,Munich,Main 148,5826
2899,US,Perm,Sunset 189,1718
2900,DE,Perm,Green 48,7944
2901,SE,Novosibirsk,Central 180,9939
2902,US,Los Angeles,Sunset 101,5011
2903,FR,Moscow,Sunset 149,2417
2904,FR,Kazan,Park 148,250
2905,FR,Seattle,Central 36,4555
2906,US,Ufa,River 138,2804
2907,ES,Saint Petersburg,Cedar 192,7535
2908,ES,New York,Oak 184,8714
2909,FR,Seattle,Cedar 85,9347
2910,SE,Chicago,Sunset 110,7369
2911,CZ,Milan,Main 155,8260
2912,IT,Moscow,Main 28,1693
2913,CZ,Moscow,Central 141,255
2914,IT,Ufa,Sunset 27,9270
2915,PL,Madrid,Central 79,500
2916,US,Barcelona,Oak 100,7482
2917,DE,Phoenix,Central 173,4897
2918,DE,Novosibirsk,Central 68,8966
2919,SE,Saint Petersburg,Hill 181,6871
2920,SE,Lyon,Main 157,2629
2921,ES,Saint Petersburg,Park 42,3396
2922,PL,Rome,Oak 49,1829
2923,ES,Kazan,Green 116,4928
2924,RU,Milan,Sunset 153,2760
2925,DE,Madrid,Park 59,9575
2926,US,Milan,Main 79,4770
2927,ES,Berlin,Sunset 97,8806
2928,CZ,Yekaterinburg,Pine 15,2998
2929,FR,Houston,River 77,8982
2930,US,Moscow,Hill 161,8891
2931,CZ,Chicago,Oak 116,6030
2932,FR,Novosibirsk,Hill 137,4941
2933,FR,Kazan,River 57,5384
2934,NL,Moscow,Central 175,5633
2935,NL,New York,River 63,7201
2936,IT,Moscow,Green 38,6426
2937,DE,Barcelona,Green 167,8504
2938,CZ,Berlin,Cedar 190,2789
2939,NL,Kazan,Green 117,4872
2940,FR,Phoenix,Hill 139,9809
2941,DE,Paris,Cedar 175,6100
2942,PL,Phoenix,River 98,7765
2943,ES,Phoenix,River 31,1447
2944,PL,Moscow,Central 131,216
2945,FR,Los Angeles,Main 38,8966
2946,US,Los Angeles,Oak 59,9391
2947,CZ,Saint Petersburg,Pine 54,2744
2948,IT,Rome,River 9,5141
2949,FR,Yekaterinburg,Sunset 125,2986
2950,IT,Seattle,Main 145,6138
2951,SE,Ufa,Green 135,1245
2952,CZ,Seattle,Green 119,1771
2953,NL,Rome,Central 70,4601
2954,NL,Paris,Park 6,7843
2955,SE,Perm,Hill 71,6971
2956,IT,Miami,Park 114,9879
2957,NL,Paris,Main 64,7005
2958,PL,Chicago,Oak 2,4156
2959,ES,Ufa,Hill 158,4625
2960,NL,Paris,Cedar 23,523
2961,FR,Kazan,Cedar 187,1118
2962,PL,Madrid,Park 82,1974
2963,IT,Boston,Park 72,6080
2964,SE,Milan,Park 141,7612
2965,US,Paris,Park 133,4197
2966,DE,Hamburg,Green 61,4393
2967,NL,Seattle,Oak 40,399
2968,SE,Munich,Central 163,8773
2969,FR,Miami,Hill 9,6098
2970,RU,Samara,Green 55,533
2971,RU,Munich,Central 168,7187
2972,FR,Rome,Green 145,9739
2973,NL,Houston,Central 14,7456
2974,US,Hamburg,Main 159,875
2975,RU,Boston,Pine 109,1008
2976,CZ,Kazan,Park 90,5659
2977,DE,Rome,Hill 187,3855
2978,US,Hamburg,Main 98,9075
2979,NL,Madrid,Main 152,4619
2980,DE,Houston,River 107,5693
2981,CZ,Paris,Central 40,6386
2982,RU,Yekaterinburg,Cedar 153,2928
2983,CZ,Yekaterinburg,Sunset 45,1584
2984,ES,Boston,River 32,4626
2985,CZ,Los Angeles,Pine 145,6661
2986,NL,Lyon,Green 188,4488
2987,FR,Boston,Central 139,4416
2988,SE,Phoenix,Oak 134,9895
2989,IT,Ufa,Pine 185,526
2990,SE,Samara,Main 50,9072
2991,DE,Novosibirsk,Pine 69,6118
2992,IT,Perm,Cedar 56,9363
2993,SE,Barcelona,River 157,2482
2994,PL,Yekaterinburg,Main 79,3880
2995,RU,Miami,River 196,7266
2996,RU,Barcelona,Sunset 34,3247
2997,RU,Boston,Pine 140,2626
2998,FR,Samara,River 84,9914
2999,SE,Madrid,Pine 40,9943
3000,IT,Perm,Central 200,4893
3001,IT,New York,Hill 91,4285
3002,NL,Kazan,Cedar 178,6119
3003,FR,Los Angeles,Park 15,7974
3004,PL,Rome,Park 120,5931
3005,IT,Barcelona,Oak 101,374
3006,FR,Saint Petersburg,Cedar 147,1625
3007,ES,Boston,Cedar 109,8934
3008,ES,Berlin,Cedar 178,6073
3009,NL,Saint Petersburg,Cedar 134,6644
3010,DE,Los Angeles,Pine 1,2097
3011,ES,Yekaterinburg,Hill 96,1485
3012,CZ,Los Angeles,Oak 59,6636
3013,US,Paris,Cedar 157,5502
3014,DE,Madrid,Green 81,8480
3015,SE,Berlin,Hill 162,480
3016,FR,Phoenix,River 174,7789
3017,CZ,Perm,Green 35,6279
3018,FR,Seattle,Park 29,2553
3019,PL,New York,River 19,6143
